League;Date;Get;Pay;Value;Confidence
Allflame;2026-09-25;Ritual Vessel;Chaos Orb;1.71;High
Allflame;2026-09-25;Sacred Blossom;Chaos Orb;45.43;High
Allflame;2026-09-25;The Maven's Writ;Chaos Orb;20.62;High
Allflame;2026-09-25;Timeless Maraketh Emblem;Chaos Orb;19.93;High
Allflame;2026-09-25;Timeless Maraketh Splinter;Chaos Orb;0.8613;High
Allflame;2026-09-25;Timeless Templar Emblem;Chaos Orb;19;High
Allflame;2026-09-25;Timeless Templar Splinter;Chaos Orb;0.02041;High
Allflame;2026-09-25;Traumatic Fragment;Chaos Orb;67.37;High
Allflame;2026-09-25;Devouring Fragment;Chaos Orb;177.6;High
Allflame;2026-09-25;Echo of Reverence;Chaos Orb;279.1;High
Allflame;2026-09-25;Echo of Trauma;Chaos Orb;505.3;High
Allflame;2026-09-25;Fragment of Terror;Chaos Orb;38.17;High
Allflame;2026-09-25;Mortal Hope;Chaos Orb;13.05;High
Allflame;2026-09-25;Lonely Fragment;Chaos Orb;55.24;High
Allflame;2026-09-25;Memory of Reverence;Chaos Orb;15.89;High
Allflame;2026-09-25;Memory of Trauma;Chaos Orb;80.5;High
Allflame;2026-09-25;Fragment of the Minotaur;Chaos Orb;8.81;High
Allflame;2026-09-25;Tribute to the Goddess;Chaos Orb;3.64;High
Allflame;2026-09-25;Fragment of the Phoenix;Chaos Orb;9.12;High
Allflame;2026-09-25;Mortal Rage;Chaos Orb;7.23;High
Allflame;2026-09-25;Reality Fragment;Chaos Orb;207.5;High
Allflame;2026-09-25;Reverent Fragment;Chaos Orb;146.4;High
Allflame;2026-09-25;Synthesising Fragment;Chaos Orb;12.81;High
Allflame;2026-09-25;Timeless Eternal Emblem;Chaos Orb;4.36;High
Allflame;2026-09-25;Timeless Karui Emblem;Chaos Orb;9.01;High
Allflame;2026-09-25;Timeless Vaal Emblem;Chaos Orb;3.05;High
Allflame;2026-09-25;Veritania's Crest;Chaos Orb;11.76;High
Allflame;2026-09-25;Zorath's Eye of the Inevitable;Chaos Orb;2064;High
Allflame;2026-09-26;Broken Mirror of Kalandra;Chaos Orb;39077;High
Allflame;2026-09-26;Reflecting Mist;Chaos Orb;2028;High
Allflame;2026-09-26;Orb of Conflict;Chaos Orb;431.4;High
Allflame;2026-09-26;Fracturing Orb;Chaos Orb;466;High
Allflame;2026-09-26;Divine Orb;Chaos Orb;373;High
Allflame;2026-09-26;Fertile Catalyst;Chaos Orb;24.81;High
Allflame;2026-09-26;Tempering Catalyst;Chaos Orb;7.23;High
Allflame;2026-09-26;Accelerating Catalyst;Chaos Orb;2.15;High
Allflame;2026-09-26;Ancient Orb;Chaos Orb;9.72;High
Allflame;2026-09-26;Imbued Catalyst;Chaos Orb;1.76;High
Allflame;2026-09-26;Unstable Catalyst;Chaos Orb;10.3;High
Allflame;2026-09-26;Chromatic Orb;Chaos Orb;3.66;High
Allflame;2026-09-26;Gemcutter's Prism;Chaos Orb;1.9;High
Allflame;2026-09-26;Stacked Deck;Chaos Orb;6.88;High
Allflame;2026-09-26;Abrasive Catalyst;Chaos Orb;1.56;High
Allflame;2026-09-26;Intrinsic Catalyst;Chaos Orb;2.08;High
Allflame;2026-09-26;Scrying Orb;Chaos Orb;2;High
Allflame;2026-09-26;Turbulent Catalyst;Chaos Orb;1.95;High
Allflame;2026-09-26;Orb of Scouring;Chaos Orb;0.8211;High
Allflame;2026-09-26;Orb of Fusing;Chaos Orb;0.1068;High
Allflame;2026-09-26;Orb of Alteration;Chaos Orb;0.222;High
Allflame;2026-09-26;Vivid Crystallised Lifeforce;Chaos Orb;0.1436;High
Allflame;2026-09-26;Jeweller's Orb;Chaos Orb;0.04951;High
Allflame;2026-09-26;Traumatic Reliquary Key;Chaos Orb;1699;High
Allflame;2026-09-26;Syndicate Medallion;Chaos Orb;1529;High
Allflame;2026-09-26;Archive Reliquary Key;Chaos Orb;1359;High
Allflame;2026-09-26;Shiny Reliquary Key;Chaos Orb;679.6;High
Allflame;2026-09-26;Oubliette Reliquary Key;Chaos Orb;339.8;High
Allflame;2026-09-26;Valdo's Puzzle Box;Chaos Orb;339.8;High
Allflame;2026-09-26;Simulacrum;Chaos Orb;139.2;High
Allflame;2026-09-26;Voidborn Reliquary Key;Chaos Orb;58;High
Allflame;2026-09-26;An Audience With The King;Chaos Orb;24;High
Allflame;2026-09-26;Timeless Templar Splinter;Chaos Orb;20;High
Allflame;2026-09-26;Zorath's Eye of Malevolence;Chaos Orb;17.5;High
Allflame;2026-09-26;Message in a Bottle;Chaos Orb;11;High
Allflame;2026-09-26;Crescent Splinter;Chaos Orb;5;High
Allflame;2026-09-26;Zorath's Eye of Authority;Chaos Orb;3.7;High
Allflame;2026-09-26;Sacrifice at Noon;Chaos Orb;2.01;High
Allflame;2026-09-26;Simulacrum Splinter;Chaos Orb;2;High
Allflame;2026-09-26;Sacrifice at Dawn;Chaos Orb;1;High
Allflame;2026-09-26;Offering to the Goddess;Chaos Orb;1;High
Allflame;2026-09-26;Divine Vessel;Chaos Orb;1;High
Allflame;2026-09-26;Sacrifice at Dusk;Chaos Orb;0.91;High
Allflame;2026-09-26;Blessed Orb;Chaos Orb;0.121;High
Allflame;2026-09-26;Orb of Alchemy;Chaos Orb;0.01771;High
Allflame;2026-09-26;Orb of Annulment;Chaos Orb;12.19;High
Allflame;2026-09-26;Orb of Augmentation;Chaos Orb;0.04766;High
Allflame;2026-09-26;Awakener's Orb;Chaos Orb;988.4;High
Allflame;2026-09-26;Glassblower's Bauble;Chaos Orb;0.2084;High
Allflame;2026-09-26;Orb of Chance;Chaos Orb;0.2804;High
Allflame;2026-09-26;Dead Man's Sulphur;Chaos Orb;0.01067;High
Allflame;2026-09-26;Elder's Exalted Orb;Chaos Orb;131.8;High
Allflame;2026-09-26;Eldritch Chaos Orb;Chaos Orb;33.09;High
Allflame;2026-09-26;Eldritch Exalted Orb;Chaos Orb;3.2;High
Allflame;2026-09-26;Eldritch Orb of Annulment;Chaos Orb;47.9;High
Allflame;2026-09-26;Enkindling Orb;Chaos Orb;1.51;High
Allflame;2026-09-26;Exalted Orb;Chaos Orb;2.33;High
Allflame;2026-09-26;Exceptional Eldritch Ichor;Chaos Orb;207.8;High
Allflame;2026-09-26;Fracturing Shard;Chaos Orb;14.3;High
Allflame;2026-09-26;Grand Eldritch Ember;Chaos Orb;13.72;High
Allflame;2026-09-26;Grand Eldritch Ichor;Chaos Orb;4.8;High
Allflame;2026-09-26;Greater Eldritch Ember;Chaos Orb;0.8213;High
Allflame;2026-09-26;Greater Eldritch Ichor;Chaos Orb;0.527;High
Allflame;2026-09-26;Instilling Orb;Chaos Orb;0.2486;High
Allflame;2026-09-26;Lesser Eldritch Ember;Chaos Orb;0.1505;High
Allflame;2026-09-26;Lesser Eldritch Ichor;Chaos Orb;0.06789;High
Allflame;2026-09-26;Maven's Chisel of Avarice;Chaos Orb;194.4;High
Allflame;2026-09-26;Maven's Chisel of Scarabs;Chaos Orb;71.61;High
Allflame;2026-09-26;Orb of Binding;Chaos Orb;0.009091;High
Allflame;2026-09-26;Orb of Intention;Chaos Orb;1.17;High
Allflame;2026-09-26;Orb of Remembrance;Chaos Orb;112.9;High
Allflame;2026-09-26;Orb of Unmaking;Chaos Orb;0.2503;High
Allflame;2026-09-26;Orb of Unravelling;Chaos Orb;23.76;High
Allflame;2026-09-26;Primal Crystallised Lifeforce;Chaos Orb;0.05384;High
Allflame;2026-09-26;Redeemer's Exalted Orb;Chaos Orb;254.3;High
Allflame;2026-09-26;Regal Orb;Chaos Orb;0.08824;High
Allflame;2026-09-26;Orb of Regret;Chaos Orb;1.53;High
Allflame;2026-09-26;Sacred Crystallised Lifeforce;Chaos Orb;51.76;High
Allflame;2026-09-26;Crystallised Rancour;Chaos Orb;301.9;High
Allflame;2026-09-26;Armourer's Scrap;Chaos Orb;0.1477;High
Allflame;2026-09-26;Shaper's Exalted Orb;Chaos Orb;159.1;High
Allflame;2026-09-26;Tainted Blacksmith's Whetstone;Chaos Orb;1.62;High
Allflame;2026-09-26;Tainted Exalted Orb;Chaos Orb;691.3;High
Allflame;2026-09-26;Tainted Orb of Fusing;Chaos Orb;20.69;High
Allflame;2026-09-26;Veiled Exalted Orb;Chaos Orb;4917;High
Allflame;2026-09-26;Wild Crystallised Lifeforce;Chaos Orb;0.02411;High
Allflame;2026-09-26;Crusader's Exalted Orb;Chaos Orb;146.3;High
Allflame;2026-09-26;Hinekora's Lock;Chaos Orb;98944;High
Allflame;2026-09-26;Exceptional Eldritch Ember;Chaos Orb;220.6;High
Allflame;2026-09-26;Flesh of Xesht;Chaos Orb;79.38;High
Allflame;2026-09-26;Foulborn Exalted Orb;Chaos Orb;1991;High
Allflame;2026-09-26;Foulborn Orb of Augmentation;Chaos Orb;1.88;High
Allflame;2026-09-26;Foulborn Regal Orb;Chaos Orb;12.12;High
Allflame;2026-09-26;Hunter's Exalted Orb;Chaos Orb;583.7;High
Allflame;2026-09-26;Maven's Chisel of Divination;Chaos Orb;23.06;High
Allflame;2026-09-26;Maven's Chisel of Procurement;Chaos Orb;4.33;High
Allflame;2026-09-26;Maven's Chisel of Proliferation;Chaos Orb;54.46;High
Allflame;2026-09-26;Orb of Dominance;Chaos Orb;1627;High
Allflame;2026-09-26;Mirror of Kalandra;Chaos Orb;414337;High
Allflame;2026-09-26;Mirror Shard;Chaos Orb;21069;High
Allflame;2026-09-26;Noxious Catalyst;Chaos Orb;1.87;High
Allflame;2026-09-26;Portal Scroll;Chaos Orb;0.02982;High
Allflame;2026-09-26;Prismatic Catalyst;Chaos Orb;72.19;High
Allflame;2026-09-26;Rogue's Marker;Chaos Orb;0.0006761;High
Allflame;2026-09-26;Sacred Orb;Chaos Orb;77.71;High
Allflame;2026-09-26;Tailoring Orb;Chaos Orb;994.6;High
Allflame;2026-09-26;Tainted Armourer's Scrap;Chaos Orb;3.85;High
Allflame;2026-09-26;Tainted Catalyst;Chaos Orb;16.47;High
Allflame;2026-09-26;Tainted Chaos Orb;Chaos Orb;17.75;High
Allflame;2026-09-26;Tainted Chromatic Orb;Chaos Orb;7.88;High
Allflame;2026-09-26;Volatile Vaal Orb;Chaos Orb;1384;High
Allflame;2026-09-26;Tainted Divine Teardrop;Chaos Orb;3664;High
Allflame;2026-09-26;Tainted Jeweller's Orb;Chaos Orb;2.18;High
Allflame;2026-09-26;Tainted Mythic Orb;Chaos Orb;18.67;High
Allflame;2026-09-26;Tempering Orb;Chaos Orb;590.4;High
Allflame;2026-09-26;Orb of Transmutation;Chaos Orb;0.007328;High
Allflame;2026-09-26;Vaal Orb;Chaos Orb;0.6693;High
Allflame;2026-09-26;Veiled Chaos Orb;Chaos Orb;71.8;High
Allflame;2026-09-26;Warlord's Exalted Orb;Chaos Orb;516.8;High
Allflame;2026-09-26;Blacksmith's Whetstone;Chaos Orb;0.03545;High
Allflame;2026-09-26;Scroll of Wisdom;Chaos Orb;0.01375;High
Allflame;2026-09-26;Awakening Fragment;Chaos Orb;10.67;High
Allflame;2026-09-26;Baran's Crest;Chaos Orb;8.74;High
Allflame;2026-09-26;Al-Hezmin's Crest;Chaos Orb;7.66;High
Allflame;2026-09-26;Blazing Fragment;Chaos Orb;72.1;High
Allflame;2026-09-26;Fragment of the Chimera;Chaos Orb;6.15;High
Allflame;2026-09-26;Cosmic Fragment;Chaos Orb;162;High
Allflame;2026-09-26;Decaying Fragment;Chaos Orb;123.2;High
Allflame;2026-09-26;Drox's Crest;Chaos Orb;8.91;High
Allflame;2026-09-26;Echo of Loneliness;Chaos Orb;129.5;High
Allflame;2026-09-26;Fragment of Constriction;Chaos Orb;17.6;High
Allflame;2026-09-26;Fragment of Emptiness;Chaos Orb;31.54;High
Allflame;2026-09-26;Fragment of Enslavement;Chaos Orb;15.28;High
Allflame;2026-09-26;Fragment of Eradication;Chaos Orb;15.87;High
Allflame;2026-09-26;Fragment of Knowledge;Chaos Orb;113.1;High
Allflame;2026-09-26;Fragment of Purification;Chaos Orb;17.5;High
Allflame;2026-09-26;Fragment of Shape;Chaos Orb;102.1;High
Allflame;2026-09-26;Mortal Grief;Chaos Orb;10.21;High
Allflame;2026-09-26;Hivebrain Gland;Chaos Orb;8.45;High
Allflame;2026-09-26;Fragment of the Hydra;Chaos Orb;6.05;High
Allflame;2026-09-26;Mortal Ignorance;Chaos Orb;11.32;High
Allflame;2026-09-26;Memory of Loneliness;Chaos Orb;5.2;High
Allflame;2026-09-26;Sacrifice at Midnight;Chaos Orb;3.08;High
Allflame;2026-09-26;Dedication to the Goddess;Chaos Orb;29.35;High
Allflame;2026-09-26;Ritual Vessel;Chaos Orb;2.53;High
Allflame;2026-09-26;Sacred Blossom;Chaos Orb;40.6;High
Allflame;2026-09-26;The Maven's Writ;Chaos Orb;12.38;High
Allflame;2026-09-26;Timeless Karui Splinter;Chaos Orb;0.5;High
Allflame;2026-09-26;Timeless Maraketh Emblem;Chaos Orb;13.65;High
Allflame;2026-09-26;Timeless Maraketh Splinter;Chaos Orb;0.02041;High
Allflame;2026-09-26;Timeless Templar Emblem;Chaos Orb;22.65;High
Allflame;2026-09-26;Traumatic Fragment;Chaos Orb;57.3;High
Allflame;2026-09-26;Zorath's Eye of the Endless;Chaos Orb;542.9;High
Allflame;2026-09-26;Devouring Fragment;Chaos Orb;255.1;High
Allflame;2026-09-26;Echo of Reverence;Chaos Orb;254.9;High
Allflame;2026-09-26;Echo of Trauma;Chaos Orb;443.3;High
Allflame;2026-09-26;Fragment of Terror;Chaos Orb;39.49;High
Allflame;2026-09-26;Mortal Hope;Chaos Orb;16.64;High
Allflame;2026-09-26;Lonely Fragment;Chaos Orb;61.21;High
Allflame;2026-09-26;Memory of Reverence;Chaos Orb;16.26;High
Allflame;2026-09-26;Memory of Trauma;Chaos Orb;72.45;High
Allflame;2026-09-26;Fragment of the Minotaur;Chaos Orb;5.97;High
Allflame;2026-09-26;Gift to the Goddess;Chaos Orb;123.5;High
Allflame;2026-09-26;Tribute to the Goddess;Chaos Orb;5.04;High
Allflame;2026-09-26;Fragment of the Phoenix;Chaos Orb;6.81;High
Allflame;2026-09-26;Mortal Rage;Chaos Orb;9.46;High
Allflame;2026-09-26;Reality Fragment;Chaos Orb;194.6;High
Allflame;2026-09-26;Reverent Fragment;Chaos Orb;158;High
Allflame;2026-09-26;Synthesising Fragment;Chaos Orb;11.68;High
Allflame;2026-09-26;Timeless Eternal Emblem;Chaos Orb;5.44;High
Allflame;2026-09-26;Timeless Karui Emblem;Chaos Orb;5.29;High
Allflame;2026-09-26;Timeless Vaal Emblem;Chaos Orb;5.25;High
Allflame;2026-09-26;Veritania's Crest;Chaos Orb;10.93;High
Allflame;2026-09-26;Zorath's Eye of the Inevitable;Chaos Orb;1826;High
Allflame;2026-09-26;Timeless Eternal Empire Splinter;Chaos Orb;0.3626;High
Allflame;2026-09-26;Timeless Vaal Splinter;Chaos Orb;1;High
